# SoC,OCV [V]
0.0,3.012497176847636
0.0003333333333333333,3.0298444498726145
0.0006666666666666666,3.0398378806217807
0.001,3.048966813673329
0.0013333333333333333,3.0577634635892394
0.0016666666666666666,3.0663534718246384
0.002,3.074763551001888
0.002333333333333333,3.0830082745974514
0.002666666666666667,3.091098872233797
0.003,3.0990383615460035
0.003333333333333333,3.106826988114755
0.003666666666666666,3.1144668403961746
0.004,3.1219606177006165
0.004333333333333333,3.129311152863656
0.004666666666666666,3.136521049797398
0.004999999999999999,3.143592869110719
0.005333333333333333,3.1505291477558792
0.005666666666666666,3.1573323916333313
0.005999999999999999,3.1640050740494687
0.006333333333333332,3.170549669409028
0.006666666666666665,3.176968558353601
0.006999999999999998,3.183264100805634
0.0073333333333333315,3.1894386409842217
0.007666666666666665,3.195494499554368
0.008,3.201433905494663
0.008333333333333333,3.207259083961137
0.008666666666666666,3.2129722232221862
0.009,3.2185754746744757
0.009333333333333332,3.224070977166567
0.009666666666666665,3.2294607912652173
0.009999999999999998,3.2347469506836597
0.010333333333333333,3.2399314667930024
0.010666666666666666,3.245016323085451
0.011000000000000001,3.250003433362478
0.011333333333333332,3.2548946968594765
0.011666666666666667,3.259691978141311
0.011999999999999999,3.264397107527543
0.012333333333333333,3.269011896804208
0.012666666666666665,3.2735380975533483
0.013,3.277977435694968
0.013333333333333332,3.282331612006175
0.013666666666666667,3.2866022992472725
0.013999999999999999,3.2907911219110897
0.014333333333333333,3.2948996836301383
0.014666666666666665,3.298929557590791
0.015,3.3028822870277295
0.015333333333333334,3.3067593934239388
0.015666666666666666,3.3105623564130178
0.016,3.3142926312312317
0.01633333333333333,3.317951646010367
0.016666666666666666,3.321540801070192
0.016999999999999998,3.3250614705712818
0.017333333333333333,3.3285150017425136
0.017666666666666664,3.3319027157452106
0.018,3.3352259081402127
0.01833333333333333,3.338485848620152
0.018666666666666665,3.3416837822067187
0.018999999999999996,3.3448209305263004
0.01933333333333333,3.3478984914102408
0.019666666666666662,3.3509176394198765
0.019999999999999997,3.3538795259776086
0.020333333333333328,3.3567852801130913
0.020666666666666667,3.359636008782997
0.020999999999999998,3.3624327972845913
0.021333333333333333,3.365176708715946
0.021666666666666664,3.367868786277593
0.022000000000000002,3.3705100530903875
0.022333333333333334,3.3731015117421244
0.022666666666666665,3.37564414487188
0.022999999999999996,3.37813891650829
0.023333333333333334,3.380586771413144
0.023666666666666666,3.3829886357655377
0.023999999999999997,3.3853454175182143
0.02433333333333333,3.3876580053616485
0.024666666666666667,3.3899272724073635
0.024999999999999998,3.3921540745827787
0.02533333333333333,3.39433925033826
0.025666666666666667,3.396483621438389
0.026,3.398587993776161
0.02633333333333333,3.400653157206035
0.026666666666666665,3.4026798857167235
0.027000000000000003,3.4046689382570365
0.027333333333333334,3.406621057177769
0.027666666666666666,3.4085369728781
0.027999999999999997,3.410417400894278
0.028333333333333335,3.412263041899263
0.028666666666666667,3.41407458253251
0.028999999999999998,3.4158526962520366
0.02933333333333333,3.4175980430340336
0.029666666666666668,3.4193112695818586
0.03,3.4209930099890054
0.03033333333333333,3.4226438842541755
0.03066666666666667,3.4242645028064116
0.031,3.4258554634851985
0.03133333333333333,3.4274173515754742
0.03166666666666666,3.4289507405815844
0.032,3.4304561930634465
0.03233333333333333,3.4319342602678304
0.03266666666666666,3.433385482351039
0.032999999999999995,3.4348103889093933
0.03333333333333333,3.4362094976649598
0.033666666666666664,3.437583318545891
0.033999999999999996,3.438932350868661
0.03433333333333333,3.4402570834031656
0.034666666666666665,3.441557995063995
0.034999999999999996,3.4428355556293875
0.03533333333333333,3.4440902254150334
0.035666666666666666,3.44532245548223
0.036,3.446532688051046
0.03633333333333333,3.447721355405205
0.03666666666666666,3.4488888833673688
0.037,3.450035688856915
0.03733333333333333,3.4511621799748724
0.03766666666666666,3.452268756599302
0.03799999999999999,3.453355810947408
0.03833333333333333,3.454423727341415
0.03866666666666666,3.455472882387668
0.03899999999999999,3.456503645292315
0.039333333333333324,3.4575163769924555
0.03966666666666666,3.4585114329849413
0.04,3.459489161326382
0.04033333333333333,3.4604499027278246
0.04066666666666666,3.461393991052489
0.040999999999999995,3.462321753719244
0.04133333333333333,3.4632335115718362
0.041666666666666664,3.4641295790238513
0.041999999999999996,3.4650102642968568
0.04233333333333333,3.4658758687598388
0.04266666666666667,3.466726689146507
0.043,3.467563015992907
0.043333333333333335,3.4683851337337095
0.04366666666666666,3.4691933211083015
0.044000000000000004,3.469987851424288
0.044333333333333336,3.4707689925200764
0.04466666666666667,3.471537006876574
0.045,3.472292151795504
0.04533333333333334,3.473034678916759
0.04566666666666666,3.473764835900386
0.046,3.4744828652563116
0.04633333333333334,3.4751890044365417
0.04666666666666667,3.4758834861601056
0.047,3.476566538563473
0.04733333333333333,3.4772383852372504
0.04766666666666666,3.4778992453085746
0.048,3.47854933357428
0.048333333333333325,3.4791888601620813
0.048666666666666664,3.4798180317691125
0.049,3.4804370508200657
0.04933333333333333,3.481046115551885
0.049666666666666665,3.481645420269863
0.049999999999999996,3.4822351554127806
0.05033333333333333,3.48281550764249
0.050666666666666665,3.4833866599022025
0.05099999999999999,3.4839487915160245
0.051333333333333335,3.4845020779615266
0.051666666666666666,3.4850466917560796
0.052,3.485582801876451
0.05233333333333333,3.486110573829189
0.05266666666666666,3.486630169840132
0.05299999999999999,3.4871417489084178
0.05333333333333333,3.4876454668826495
0.05366666666666666,3.48814147652001
