Temperature [degC],Current [A],SoC,Voltage [V],Local ECM resistance [Ohm],Time [h],Cell temperature [degC]
15.0,-10.0,0.0,3.255748122177358,-0.025574812217735634,0.0,15.0
15.0,-10.0,0.03333333333333333,3.689459046795126,-0.02601280874525638,0.016666666666666666,15.777980315868263
15.0,-10.0,0.06666666666666667,3.6946952065074647,-0.019637736396878228,0.03333333333333333,16.437061701303662
15.0,-10.0,0.1,3.7067577804694336,-0.018934462783423412,0.05,17.02508433570989
15.0,-10.0,0.13333333333333333,3.7287364306762214,-0.019677254574168048,0.06666666666666667,17.556057373528233
15.0,-10.0,0.16666666666666666,3.748251213407516,-0.018780970220830275,0.08333333333333333,18.03847248862553
15.0,-10.0,0.2,3.767736664555612,-0.017869854047109435,0.1,18.478461726188925
15.0,-10.0,0.23333333333333334,3.780236222106664,-0.0166617892854501,0.11666666666666667,18.880908561649903
15.0,-10.0,0.26666666666666666,3.789034038348555,-0.015714471122296826,0.13333333333333333,19.250030015358675
15.0,-10.0,0.3,3.796823061418931,-0.015273468724311368,0.15,19.58956232640037
15.0,-10.0,0.3333333333333333,3.805856761888803,-0.01513381254315558,0.16666666666666666,19.902609142361314
15.0,-10.0,0.36666666666666664,3.8166352002202117,-0.01508611842574399,0.18333333333333332,20.192110111099055
15.0,-10.0,0.4,3.8293031712725,-0.015093284999369594,0.2,20.460280140548434
15.0,-10.0,0.43333333333333335,3.843945862305086,-0.015147191587595544,0.21666666666666667,20.70934869684004
15.0,-10.0,0.4666666666666667,3.860621866527645,-0.015243026984018693,0.23333333333333334,20.941382534444585
15.0,-10.0,0.5,3.8794019266561657,-0.015379958753020874,0.25,21.158254900648103
15.0,-10.0,0.5333333333333332,3.900799034851313,-0.015594353193101984,0.26666666666666666,21.361702780863425
15.0,-10.0,0.5666666666666665,3.929818106198501,-0.016240407029457282,0.2833333333333333,21.553264552812323
15.0,-10.0,0.5999999999999999,3.9714399211734412,-0.016886025352182667,0.3,21.734460468572593
