Temperature [degC],Current [A],SoC,Voltage [V],Local ECM resistance [Ohm],Time [h],Cell temperature [degC]
15.0,-9.0,0.0,3.246751495771524,-0.027416832863502466,0.0,15.0
15.0,-9.0,0.03,3.6786171946734445,-0.029444250985442403,0.016666666666666666,15.67846306469653
15.0,-9.0,0.06,3.6852357733211156,-0.021522965541324414,0.03333333333333333,16.253524157414404
15.0,-9.0,0.09,3.691249002436014,-0.019793803870662527,0.05,16.7668982360035
15.0,-9.0,0.12,3.7096788457703607,-0.020489550995656833,0.06666666666666667,17.230754772452997
15.0,-9.0,0.15,3.7296944210420517,-0.020490897404107193,0.08333333333333333,17.65238657846652
15.0,-9.0,0.18000000000000002,3.74512433153467,-0.019212509304511804,0.1,18.03708562629754
15.0,-9.0,0.21000000000000002,3.7637506817160298,-0.018714685268980197,0.11666666666666667,18.389031326199813
15.0,-9.0,0.24,3.7740970536595673,-0.01726766970393386,0.13333333333333333,18.711736892219164
15.0,-9.0,0.26999999999999996,3.7820351951472233,-0.016528184294489445,0.15,19.008294513827593
15.0,-9.0,0.29999999999999993,3.7891274630323775,-0.016115840630512954,0.16666666666666666,19.281443502251022
15.0,-9.0,0.3299999999999999,3.7971618405964715,-0.015967896363745293,0.18333333333333332,19.533649028946
15.0,-9.0,0.35999999999999993,3.8065676543124236,-0.015905609824523676,0.2,19.7668167721871
15.0,-9.0,0.3899999999999999,3.8174679121800223,-0.015892931725232786,0.21666666666666667,19.982840318046044
15.0,-9.0,0.4199999999999999,3.829933348795144,-0.01592212148776959,0.23333333333333334,20.183463066719867
15.0,-9.0,0.44999999999999984,3.84401363125838,-0.015988910115415984,0.25,20.370234062777968
15.0,-9.0,0.48000000000000004,3.8597477543978145,-0.016090510978075075,0.26666666666666666,20.544613621138808
15.0,-9.0,0.51,3.877222558489196,-0.01623016929265327,0.2833333333333333,20.707940815450684
15.0,-9.0,0.54,3.8971358616088114,-0.016464009799604863,0.3,20.861479448613863
15.0,-9.0,0.5700000000000001,3.924536797746468,-0.017162633061814078,0.31666666666666665,21.006220948769567
15.0,-9.0,0.6000000000000001,3.962286449985663,-0.01775340967490877,0.3333333333333333,21.143524240435568
15.0,-9.0,0.6300000000000001,3.9917362239285135,-0.01723349820174564,0.35,21.274048126922537
15.0,-9.0,0.6600000000000001,4.018126548524136,-0.017336728607616553,0.36666666666666664,21.399087402760927
15.0,-9.0,0.6900000000000003,4.045622037800725,-0.017629444496146895,0.38333333333333336,21.519815052080162
15.0,-9.0,0.7200000000000001,4.074766116331615,-0.01797440774505427,0.4,21.637330919314422
15.0,-9.0,0.7500000000000001,4.105655463542897,-0.018363683770905036,0.4166666666666667,21.75279849415932
15.0,-9.0,0.7800000000000001,4.138375030062056,-0.018805202191418482,0.43333333333333335,21.86753382579826
15.0,-9.0,0.8100000000000002,4.17305767563511,-0.01931273050349263,0.45,21.98301822225477
15.0,-9.0,0.8321036834250309,4.199989993322208,-0.019741243950002207,0.4622798241250171,22.069699231251718
15.0,-9.0,0.832103683425531,4.199999999532127,-0.019739734963933383,0.4622798241252949,22.069699231251718
15.0,-9.0,0.8579364408314251,4.200000024020756,-0.023136858926591213,0.4789464907916838,22.079960838857176
15.0,-9.0,0.877209217253895,4.2000002284402465,-0.02546913236970213,0.49561315745835044,21.964495443981832
15.0,-9.0,0.8924303261681243,4.200000019023271,-0.02745571598063948,0.5122798241250172,21.78336776612474
15.0,-9.0,0.9047608446969411,4.199999947200474,-0.029221274273392633,0.5289464907916838,21.565322140200976
15.0,-9.0,0.9149269346224134,4.200000212703686,-0.03080760499657418,0.5456131574583505,21.32702709828976
15.0,-9.0,0.9234243024626182,4.200000094611705,-0.0322358556054186,0.5622798241250171,21.078873010862196
