Temperature [degC],Current [A],SoC,Voltage [V],Local ECM resistance [Ohm],Time [h],Cell temperature [degC]
15.0,-6.0,0.0,3.2140378107102103,-0.035672968451701426,0.0,15.0
15.0,-6.0,0.02,3.6287939078003157,-0.047405294851233494,0.016666666666666666,15.39904478439803
15.0,-6.0,0.04,3.6486325558354578,-0.03253834981013674,0.03333333333333333,15.737617641175518
15.0,-6.0,0.060000000000000005,3.654023696464485,-0.02708194549514542,0.05,16.04020078247987
15.0,-6.0,0.08,3.6571035663763887,-0.02486565302213154,0.06666666666666667,16.313943308294938
15.0,-6.0,0.09999999999999999,3.6615434595360705,-0.024021782896004762,0.08333333333333333,16.56304027975898
15.0,-6.0,0.12,3.6722410605570945,-0.02449466413029418,0.1,16.79048377456229
15.0,-6.0,0.13999999999999999,3.6863760774008463,-0.024965498873886178,0.11666666666666667,16.99862714782205
15.0,-6.0,0.15999999999999998,3.700629616758141,-0.024338862999929118,0.13333333333333333,17.189426832337688
15.0,-6.0,0.17999999999999997,3.712803291684614,-0.02343119960711711,0.15,17.364546990487952
15.0,-6.0,0.19999999999999996,3.723830028603751,-0.022465224720719247,0.16666666666666666,17.525338965250455
15.0,-6.0,0.21999999999999995,3.7372905203323756,-0.022519861175937923,0.18333333333333332,17.67333286960104
15.0,-6.0,0.23999999999999996,3.7450686989819673,-0.02106286666048055,0.2,17.80955306324904
15.0,-6.0,0.25999999999999995,3.7514607075124573,-0.020407087445723244,0.21666666666666667,17.935054113209162
15.0,-6.0,0.27999999999999997,3.7567694182474733,-0.019921224504701573,0.23333333333333334,18.050780436374964
15.0,-6.0,0.3,3.761703733939481,-0.01960366181878507,0.25,18.157625700013057
15.0,-6.0,0.31999999999999995,3.766933800736427,-0.019438066153488233,0.26666666666666666,18.256339069107185
15.0,-6.0,0.33999999999999997,3.7726872777102876,-0.019336986455451267,0.2833333333333333,18.34763628866608
15.0,-6.0,0.36,3.779039306497905,-0.01927139635985194,0.3,18.43211583195216
15.0,-6.0,0.38,3.7860265939404454,-0.019233455364464115,0.31666666666666665,18.510156443586425
15.0,-6.0,0.4,3.7936725089511025,-0.01921987586540082,0.3333333333333333,18.58281839662402
15.0,-6.0,0.42000000000000004,3.8019967643117005,-0.019228824445963816,0.35,18.650380264140722
15.0,-6.0,0.44000000000000006,3.811014606791036,-0.019258772559629895,0.36666666666666664,18.71336025670132
15.0,-6.0,0.46000000000000013,3.8207389332908055,-0.019308575297422765,0.38333333333333336,18.771980308019295
15.0,-6.0,0.48,3.8311813544574287,-0.01937744914285148,0.4,18.826696796438057
15.0,-6.0,0.5,3.842361934347271,-0.0194660391399671,0.4166666666666667,18.878007936490633
15.0,-6.0,0.52,3.8543538323965363,-0.019581375067813246,0.43333333333333335,18.926078338094328
15.0,-6.0,0.54,3.867485050619606,-0.019758485857743757,0.45,18.97129289640469
15.0,-6.0,0.56,3.883126492417112,-0.0201361739372737,0.4666666666666667,19.013659046244868
15.0,-6.0,0.5800000000000001,3.9046037956990816,-0.020921368384645717,0.48333333333333334,19.054009462342833
15.0,-6.0,0.6000000000000001,3.9302388339930756,-0.021301973230692862,0.5,19.092452698043132
15.0,-6.0,0.6200000000000001,3.9515047265270042,-0.020813096308112566,0.5166666666666667,19.12919909085747
15.0,-6.0,0.6399999999999999,3.9693175562764287,-0.020639858950927348,0.5333333333333333,19.164547325126648
15.0,-6.0,0.6599999999999999,3.9866168529457187,-0.020761699944162732,0.55,19.198798293170682
15.0,-6.0,0.6799999999999998,4.004365312346235,-0.02097609325516747,0.5666666666666667,19.232211452025695
15.0,-6.0,0.6999999999999998,4.022783575671759,-0.021225313664748297,0.5833333333333334,19.265051503970255
15.0,-6.0,0.7199999999999998,4.041923198370124,-0.021498446276294898,0.6,19.297624897712353
15.0,-6.0,0.7399999999999998,4.061804345602185,-0.021795218316018678,0.6166666666666667,19.330105189625215
15.0,-6.0,0.7599999999999997,4.082443581185738,-0.022117783241716017,0.6333333333333333,19.3628395308765
15.0,-6.0,0.7799999999999997,4.103863940314129,-0.022469721695117517,0.65,19.39611072419484
15.0,-6.0,0.7999999999999998,4.126096425802539,-0.022855714044437942,0.6666666666666666,19.43029087393012
15.0,-6.0,0.8199999999999998,4.149184084089913,-0.023282048718998638,0.6833333333333333,19.465737249724384
15.0,-6.0,0.8399999999999997,4.173186925956666,-0.02375735372005039,0.7,19.502917416230503
15.0,-6.0,0.8599999999999998,4.198190666968687,-0.024293980198628457,0.7166666666666667,19.542357786617742
15.0,-6.0,0.8614067273637008,4.199989997958335,-0.02433446733116821,0.7178389394697509,19.545229455973697
15.0,-6.0,0.8614067273640342,4.199999999521939,-0.024332668426790913,0.7178389394700286,19.545229455973697
15.0,-6.0,0.8791086667274889,4.199999990971068,-0.027365735965282054,0.7345056061364176,19.5347203703937
15.0,-6.0,0.893059424138846,4.199999980614713,-0.029470868723896256,0.7511722728030842,19.459643794556143
15.0,-6.0,0.9044956845166352,4.199999990982491,-0.031239175487663806,0.7678389394697509,19.347969040510804
15.0,-6.0,0.914047663879938,4.199999960719007,-0.032791450072711406,0.7845056061364175,19.21436629994497
15.0,-6.0,0.922129981154814,4.199999931168388,-0.03417467201231041,0.8011722728030842,19.067900881954245
15.0,-6.0,0.9290380945671199,4.200000004165502,-0.03541353104055539,0.8178389394697508,18.914504933228216
15.0,-6.0,0.9349914791424605,4.199999988662646,-0.0365253487023571,0.8345056061364176,18.75817666776993
15.0,-6.0,0.9401574947661818,4.2000000090751755,-0.03752479762999325,0.8511722728030843,18.601679394416294
15.0,-6.0,0.9446663263680797,4.200000019621571,-0.038424997179461934,0.8678389394697509,18.44689901459128
15.0,-6.0,0.9486209914027569,4.200000000000001,-0.039237729137187066,0.8845056061364176,18.295137285171336
15.0,-6.0,0.9521041950569245,4.199999974187308,-0.03997346588906046,0.9011722728030842,18.147296230270058
15.0,-6.0,0.9551832114918903,4.200000066468633,-0.04064169920498222,0.9178389394697509,18.003937347116164
15.0,-6.0,0.957913442525938,4.200000170411823,-0.04125033879573146,0.9345056061364175,17.865443460175243
15.0,-6.0,0.9603409744713397,4.200000197791033,-0.041806523163697214,0.9511722728030843,17.732030309921697
15.0,-6.0,0.9625044802261548,4.199999833689306,-0.04231635766291182,0.9678389394697509,17.603799299013303
15.0,-6.0,0.9644367182434191,4.199999856505835,-0.042784772403870415,0.9845056061364176,17.48077472129313
15.0,-6.0,0.9661656369855788,4.200000019521285,-0.04321631387685,1.0011722728030843,17.362915848043883
15.0,-6.0,0.9677152037102063,4.200000001686506,-0.043614929344110355,1.017838939469751,17.250138699935917
15.0,-6.0,0.9691060876608304,4.200000000000002,-0.04398381338740823,1.0345056061364175,17.142331526246153
15.0,-6.0,0.9703561864518027,4.199999988982605,-0.044325889302496736,1.0511722728030841,17.039356343431336
15.0,-6.0,0.971481089671554,4.199999996873589,-0.04464366701949635,1.067838939469751,16.941062698469466
15.0,-6.0,0.9724944676669897,4.200000024559581,-0.04493925258525053,1.0845056061364176,16.8472940203892
15.0,-6.0,0.9734083096495134,4.199999984033729,-0.045214629583154996,1.1011722728030842,16.757880060413356
15.0,-6.0,0.9737357558830161,4.200000000902263,-0.04531543525698212,1.1075913793288015,16.72462073558546
15.0,6.0,0.9737357558828563,4.047719715354854,0.023491526826900106,1.1075913793290793,16.72462073558546
15.0,6.0,0.9537357558831895,4.0036868473442375,0.02653037647693098,1.1242580459954683,16.94755753119631
15.0,6.0,0.93373575588319,3.9793788820046405,0.02641296185894178,1.1409247126621347,17.14450161168992
15.0,6.0,0.9137357558831898,3.958030933024336,0.02592646519679927,1.1575913793288015,17.32273056707271
15.0,6.0,0.8937357558831899,3.9379411125121755,0.025348854830203583,1.1742580459954681,17.485171293141946
15.0,6.0,0.87373575588319,3.9185310671649907,0.02477185823159648,1.1909247126621347,17.633801952546946
15.0,6.0,0.8537357558831901,3.899587611926427,0.02422721199163987,1.2075913793288013,17.77016312395307
15.0,6.0,0.8337357558831898,3.8810423004981702,0.023723297955311324,1.2242580459954682,17.895530020275828
15.0,6.0,0.8137357558831899,3.8628825065215753,0.023259878959418424,1.2409247126621348,18.010995593087785
15.0,6.0,0.79373575588319,3.8451167624460703,0.022833800139257177,1.2575913793288014,18.11751418534169
