Temperature [degC],Current [A],SoC,Voltage [V],Local ECM resistance [Ohm],Time [h],Cell temperature [degC]
15.0,-7.5,0.0,3.2316560270868786,-0.030887470278250242,0.0,15.0
15.0,-7.5,0.025,3.658089896670566,-0.03656457584032152,0.016666666666666666,15.534811118935124
15.0,-7.5,0.05,3.6692478215266027,-0.025640021732578924,0.03333333333333333,15.98839397461569
15.0,-7.5,0.07500000000000001,3.6728592550133805,-0.022411317494170527,0.05,16.393613776449627
15.0,-7.5,0.1,3.679516190183363,-0.021613807210578647,0.06666666666666667,16.76003762734274
15.0,-7.5,0.125,3.69566958348059,-0.02242383515480218,0.08333333333333333,17.09332646825169
15.0,-7.5,0.15000000000000002,3.7125784802097987,-0.02230679789014894,0.1,17.39755810442972
15.0,-7.5,0.17500000000000002,3.7276379906414125,-0.021328122366763284,0.11666666666666667,17.67595417583135
15.0,-7.5,0.2,3.742080168262707,-0.02040583878058335,0.13333333333333333,17.931199121591362
15.0,-7.5,0.225,3.755593297628932,-0.019903644453820965,0.15,18.165586380843365
15.0,-7.5,0.25,3.763736921162285,-0.018574869760101483,0.16666666666666666,18.380935472902195
15.0,-7.5,0.275,3.77036134844343,-0.018007064156094838,0.18333333333333332,18.579551439580314
15.0,-7.5,0.30000000000000004,3.7763893932997568,-0.01764091271315505,0.2,18.762812509080334
15.0,-7.5,0.32500000000000007,3.782988500864163,-0.017482597170604918,0.21666666666666667,18.932184268115293
15.0,-7.5,0.3500000000000001,3.7904843062243847,-0.01739992654464455,0.23333333333333334,19.08891384286369
15.0,-7.5,0.3750000000000001,3.7989734614166846,-0.017359436346109904,0.25,19.234141066863856
15.0,-7.5,0.4,3.8085075258852883,-0.017353535914371557,0.26666666666666666,19.3688718484741
15.0,-7.5,0.42500000000000004,3.8191231824746534,-0.017378733311209454,0.2833333333333333,19.494120605580065
15.0,-7.5,0.45000000000000007,3.830848043179522,-0.017432493904987703,0.3,19.610820761551963
15.0,-7.5,0.4750000000000001,3.843705141547417,-0.017513098147462772,0.31666666666666665,19.719620364493437
15.0,-7.5,0.5000000000000001,3.8577277732300432,-0.01762082076407078,0.3333333333333333,19.821812799514476
15.0,-7.5,0.5250000000000001,3.8730808150963965,-0.017769627385680248,0.35,19.917884221901943
15.0,-7.5,0.5500000000000002,3.890816495317542,-0.01805632325493871,0.36666666666666664,20.00837706392855
15.0,-7.5,0.5750000000000002,3.9155303925999436,-0.018822096865977283,0.38333333333333336,20.09386033484708
15.0,-7.5,0.6000000000000001,3.947311762609933,-0.01931491979126966,0.4,20.175028504073282
15.0,-7.5,0.6250000000000001,3.9727056535396987,-0.018788696254193424,0.4166666666666667,20.252367200609797
15.0,-7.5,0.6500000000000001,3.9946041758753372,-0.018764814428633394,0.43333333333333335,20.326553786522993
15.0,-7.5,0.6750000000000002,4.016778502468058,-0.018987046035379387,0.45,20.398232925053435
15.0,-7.5,0.7000000000000002,4.039981952541654,-0.01927094260045396,0.4666666666666667,20.467887673733117
15.0,-7.5,0.7250000000000002,4.064336954269569,-0.019588722155120544,0.48333333333333334,20.53633556522726
