Temperature [degC],Current [A],SoC,Voltage [V],Local ECM resistance [Ohm],Time [h],Cell temperature [degC]
15.0,-4.0,0.0,3.184431035984257,-0.04610775899606379,0.0,15.0
15.0,-4.0,0.013333333333333334,3.5611826887599496,-0.07267065959544873,0.016666666666666666,15.233319539653905
15.0,-4.0,0.02666666666666667,3.6024477126324745,-0.05192875598276815,0.03333333333333333,15.431332026562018
15.0,-4.0,0.04000000000000001,3.6169655932941094,-0.04088937225929646,0.05,15.608198973049184
15.0,-4.0,0.05333333333333334,3.623564794302505,-0.035249994656150314,0.06666666666666667,15.768155741064675
15.0,-4.0,0.06666666666666667,3.62722861129654,-0.03222670330043421,0.08333333333333333,15.913670562119307
15.0,-4.0,0.08000000000000002,3.6297590500162,-0.030462122613340255,0.1,16.046492015724652
15.0,-4.0,0.09333333333333335,3.6320843436590464,-0.029367571501000007,0.11666666666666667,16.167974455401918
15.0,-4.0,0.10666666666666666,3.6352340060641164,-0.028801142671962328,0.13333333333333333,16.27923913291454
15.0,-4.0,0.12,3.640983336585666,-0.02892740233812919,0.15,16.381241414027443
15.0,-4.0,0.13333333333333333,3.650271845856605,-0.029576253047055696,0.16666666666666666,16.474425335746275
15.0,-4.0,0.14666666666666667,3.6601725219552104,-0.02949081252293296,0.18333333333333332,16.560326423684216
15.0,-4.0,0.16000000000000003,3.6697853269213114,-0.02879598527904282,0.2,16.639220777849687
15.0,-4.0,0.17333333333333337,3.679999755805457,-0.028446877844191316,0.21666666666666667,16.711658701441536
15.0,-4.0,0.1866666666666667,3.6881099677340696,-0.027434762776272,0.23333333333333334,16.77821060171476
15.0,-4.0,0.20000000000000004,3.695045960323296,-0.02650073494856154,0.25,16.839317210248907
15.0,-4.0,0.21333333333333335,3.704549414513455,-0.02677959378901363,0.26666666666666666,16.895424958217177
15.0,-4.0,0.22666666666666668,3.713514508563681,-0.026430340631734224,0.2833333333333333,16.946919311511977
15.0,-4.0,0.24000000000000002,3.7192724175660072,-0.025143772108957026,0.3,16.99416565658828
15.0,-4.0,0.25333333333333335,3.7240252619361622,-0.02449992549120939,0.31666666666666665,17.037228662641837
15.0,-4.0,0.26666666666666666,3.7283678320463305,-0.024119825930185586,0.3333333333333333,17.076962994317114
15.0,-4.0,0.27999999999999997,3.7321487401333955,-0.023726319722408136,0.35,17.113418016598757
15.0,-4.0,0.2933333333333333,3.735606027920653,-0.023419530958281868,0.36666666666666664,17.146846465395413
15.0,-4.0,0.30666666666666664,3.7390367341090505,-0.023216084100424753,0.38333333333333336,17.17749069511683
15.0,-4.0,0.32000000000000006,3.7426045200357247,-0.023074943897950843,0.4,17.20558764650798
15.0,-4.0,0.33333333333333337,3.746381769224004,-0.022968349748687337,0.4166666666666667,17.231360293976877
15.0,-4.0,0.3466666666666667,3.7504010909095,-0.022884167203207188,0.43333333333333335,17.254974054962815
15.0,-4.0,0.36,3.7546796970189207,-0.022817475007064107,0.45,17.27653248828318
15.0,-4.0,0.3733333333333333,3.759228981530285,-0.022766138055911437,0.4666666666666667,17.296020934007117
15.0,-4.0,0.3866666666666666,3.764056342418359,-0.022728684848078332,0.48333333333333334,17.31401443063163
15.0,-4.0,0.3999999999999999,3.769168914988621,-0.022704318766322843,0.5,17.330546436302654
15.0,-4.0,0.4133333333333333,3.7745726845207757,-0.022692372909198125,0.5166666666666667,17.345709516182694
15.0,-4.0,0.42666666666666664,3.780272648482541,-0.02269222991807474,0.5333333333333333,17.359678895165814
15.0,-4.0,0.44,3.7862735009309514,-0.022703441605493205,0.55,17.37242569868863
15.0,-4.0,0.4533333333333333,3.792578804016476,-0.022725489838215877,0.5666666666666667,17.38419624290043
15.0,-4.0,0.4666666666666667,3.7991923808412373,-0.0227580993320794,0.5833333333333334,17.394915131511425
15.0,-4.0,0.48,3.806117759454384,-0.02280102947004459,0.6,17.404756982359174
15.0,-4.0,0.49333333333333335,3.813360720359969,-0.02285453643813296,0.6166666666666667,17.413659748817793
15.0,-4.0,0.5066666666666666,3.8209318759705453,-0.02291954413277109,0.6333333333333333,17.421990418729195
15.0,-4.0,0.52,3.8288610695033074,-0.0229998589255388,0.65,17.42975046462692
15.0,-4.0,0.5333333333333332,3.837230299251591,-0.023106447802980216,0.6666666666666666,17.43702873255438
15.0,-4.0,0.5466666666666666,3.846264951870899,-0.02326910679047334,0.6833333333333333,17.443825724541227
15.0,-4.0,0.5599999999999999,3.856534004552937,-0.02355740388018302,0.7,17.45022662974094
15.0,-4.0,0.5733333333333334,3.869147592007257,-0.02407084707735408,0.7166666666666667,17.456298662055133
15.0,-4.0,0.5866666666666667,3.884964971374913,-0.02471595086135637,0.7333333333333333,17.46209506719248
15.0,-4.0,0.6000000000000001,3.902182635849913,-0.024940882323453935,0.75,17.46767675298247
15.0,-4.0,0.6133333333333335,3.9175182929507257,-0.024595554744842103,0.7666666666666667,17.47308781496298
