Cycle number,y100,Cp,x100,Cn,C,Qs,y0,x0,LAMn [%],LAMp [%],LLI [%],n_Li,SOH [%]
0,0.0334914819412786,5.90654215431048,0.8193146370611252,6.246470823419126,5.0782491638078175,0.0,0.893258335565071,0.0063357074600196,0.0,0.0,0.0,0.19833395762162548,100.0
41,0.0334888390540275,5.692712900969669,0.8177755448729294,5.800559456700172,4.710460637251235,0.0032762275076713,0.8609432916488314,0.0057054898353542,7.138612815530232,3.620210399832036,7.175909854552076,0.18410169161173215,92.75757225191361
82,0.0334654141768828,5.736194071030074,0.79815380098724,5.88870204828963,4.667775680573052,0.0041559346811207,0.8472063062689175,0.0054874982442094,5.72753455900502,2.884057691116104,7.968739183716023,0.1825292418260163,91.91702750309753
107,0.0334625993777831,5.673270447822789,0.7944790459920389,5.7494830010323055,4.537426176342788,0.0041993620710923,0.8332528117559187,0.0052904919032443,7.956297826982961,3.949378509344148,10.496521175057405,0.1775157917625422,89.35020771884489
148,0.0334599784200745,5.651571699822315,0.7905507588224664,5.63271422085526,4.424336489532385,0.0042037941889738,0.816310612637718,0.0050792585728758,9.825653875829907,4.316746546913109,12.671952428886067,0.17320117286148606,87.12326525969218
189,0.0334577519012485,5.642519276173143,0.786707403193043,5.5730460904343495,4.356720161975918,0.004445592036278,0.8055809735928762,0.0049589497837215,10.780883350323,4.470007514373842,13.968227032374047,0.17063022013874435,85.79177628828917
230,0.0334560194838674,5.626376313845855,0.7832945960848965,5.504770800971409,4.285160096245492,0.0045523134230228,0.7950759071725408,0.0048498158790968,11.873905176455036,4.743313992268138,15.342458516886149,0.16790465244862907,84.38262791013499
271,0.0334541915162265,5.619040029509573,0.7791655291695122,5.420278201454541,4.1977608740734205,0.004813362836305,0.7805143391620868,0.0047106547044073,13.226550564633122,4.867520069946407,17.01335681660875,0.16459069372295673,82.66157761597145
312,0.0334523986726788,5.575904475218999,0.7744073212185798,5.274511593560502,4.060633216795732,0.0048779046853122,0.7616989521856399,0.004547753224978,15.560133991414435,5.597821372529921,19.64947401323771,0.1593623781593383,79.96128361986382
353,0.0334511018414096,5.550810322686639,0.7703672145604268,5.180599222676553,3.967958054221626,0.0049534754638094,0.7482941289944437,0.0044407485923483,17.06358087428236,6.022674897261759,21.42730680527344,0.15583633202299882,78.1363404241933
394,0.0334499505188675,5.531656745220382,0.7662038236178444,5.109073324572975,3.8923375872226975,0.004982858389363,0.7370976579775536,0.0043557662603928,18.2086418235053,6.346952231882641,22.87622543141611,0.15296263436905314,76.64723532990475
435,0.0334493315653615,5.522548538470214,0.7636746871972719,5.078980218264663,3.856763777881428,0.0050879241725952,0.7318159916345512,0.0043167822359546,18.690403559996373,6.501157628410981,23.55744064112474,0.1516115532837176,75.94672205862217
476,0.0334492574354477,5.535488665448795,0.763355261989265,5.034082724942837,3.821355094658372,0.0051577364538357,0.7237867010852493,0.0042586592011643,19.409169317350077,6.282076368335021,24.224578338865232,0.15028839268500305,75.2494604221627
517,0.0334487469846386,5.516185308621047,0.7610509710335869,4.967698935737661,3.7598246501233783,0.0051323983196613,0.7150474315406641,0.0041966006780941,20.4719100405804,6.608889524382011,25.40543129445183,0.1479463602844962,74.03781360157117
558,0.0334482365618513,5.485627022144638,0.7585359515913088,4.905125732230323,3.7003712496084393,0.0049109657972968,0.7080058094100611,0.0041472872408215,21.47364694572593,7.126252910235575,26.552664296829743,0.14567100766773874,72.86706757085929
