Cycle number,y100,Cp,x100,Cn,C,Qs,y0,x0,LAMn [%],LAMp [%],LLI [%],n_Li,SOH [%]
0,0.0334710231536041,5.84304178061556,0.8042739493759119,6.297222498184918,5.024770460771537,5.4261790090527185e-17,0.893429012405254,0.0063395485793935,0.0,0.0,0.0,0.19626768263629588,100.0
41,0.0334771829550627,5.558803837181218,0.809723056614979,5.79291658190672,4.65656377690336,0.0043580923034392,0.8711688722636443,0.005885523126681,8.008386497754472,4.864554355529494,7.290762165979025,0.18195827268660505,92.67216907234325
82,0.0334667353220008,5.511558970566341,0.7997225691356805,5.728222767230684,4.548517492166514,0.003784646239283,0.8587355052756915,0.0056686929164949,9.035725371276616,5.673120653508279,9.406783122632843,0.17780520739088215,90.52189602842284
123,0.0334620934669179,5.474978282920395,0.7937633337728496,5.641176544119064,4.44693027896786,0.0035623374449185,0.8456900237292885,0.0054649630005695,10.418020869596866,6.299176208464319,11.392986977620389,0.17390693111226538,88.50016759342772
164,0.0334624565556068,5.456987223360126,0.7942792498665383,5.5501269533691575,4.378791386293681,0.0037515533609823,0.8358816683047323,0.0053258758116307,11.8638899138644,6.607081923257507,12.723879421357188,0.1712948193545616,87.14410778520084
205,0.0334626762022285,5.419689888726751,0.7945861404425048,5.3645670324734,4.235447002487253,0.0037725374420511,0.8149551765936647,0.0050635234542615,14.810584602661605,7.245402442496474,15.51816718130391,0.16581053552192448,84.29135291957026
246,0.0334638890463666,5.42585788420672,0.7962238277223219,5.292535119679049,4.187813811050538,0.0036556629493916,0.8052890824853968,0.0049558027867601,15.954452598672752,7.139841063482688,16.437418730339893,0.16400634180903328,83.34338540924142
287,0.0334644123072493,5.385056572824382,0.7969014697704491,5.142718262540411,4.073559610180697,0.0036672021979189,0.7899206454205395,0.0047990441228051,18.33354682921361,7.838129949892803,18.664785433167573,0.15963474079758097,81.06956610223376
328,0.0334688864549564,5.388212425587476,0.8020999009781496,5.009802330791731,3.995014799266722,0.0039943838104121,0.7749049108208939,0.0046602944866568,20.44425407811565,7.784119506675314,20.180832216031757,0.15665923090917133,79.50641388409414
358,0.0334709532133078,5.32717484877677,0.8042054306313906,4.784796525598486,3.826580882982495,0.0040314759187136,0.7517843166016257,0.0044679992671877,24.017350078107714,8.828739399916529,23.458888855801497,0.15022546510679002,76.15434203127631
399,0.0334714582830029,5.315852383982822,0.8046963811685826,4.678388915616135,3.744279074883445,0.0038701262468964,0.7378324533635511,0.0043612353697151,25.707104728082708,9.022516292484896,25.049170248546314,0.14710425666985352,74.51642028457005
440,0.0334734331887127,5.269916441449207,0.8065360998530721,4.487370330146843,3.600343391949365,0.0036984622988471,0.7166613797056188,0.0042079818099264,28.74048310282412,9.808681174721546,27.84339472436496,0.14162009704350811,71.6518977345792
