Cycle number,y100,Cp,x100,Cn,C,Qs,y0,x0,LAMn [%],LAMp [%],LLI [%],n_Li,SOH [%]
0,0.0334853386624366,5.986037631549581,0.8155951491815737,6.321766169483359,5.116645787301136,0.0,0.8882487234319727,0.0062254809391164,0.0,0.0,0.0,0.19985635460074738,100.0
41,0.0334955604711865,5.668879037059407,0.8215327751896109,5.83795301276286,4.7614652116065095,0.0035274998158202,0.8734262029278659,0.0059275106050803,7.653132744073621,5.298306058394642,6.916792902304647,0.18603270445091807,93.05833175757174
82,0.0334811733783449,5.612514069739847,0.8127525035223077,5.750658251197246,4.641103841466938,0.0034991580299291,0.8604018338519969,0.0056963999013537,9.033993080019076,6.2399133583970094,9.235057026818062,0.1813995062816486,90.70598267688507
123,0.0334748650713507,5.569754017367857,0.807797094769789,5.652014744525272,4.534629982620435,0.0034225138070115,0.8476275131919586,0.0054938122079685,10.594371999887208,6.954243187307907,11.282078246575,0.17730840429393863,88.62505186258562
164,0.033473438011494,5.535723332392576,0.8065405543493859,5.52453716889332,4.426546559316602,0.0034597208653602,0.8331063483873491,0.005288535584648,12.610858725500629,7.522744207012854,13.355559156745556,0.1731644209335294,86.51266363410825
205,0.0334701308762682,5.50539207646533,0.8033870114973284,5.445992272188974,4.347136216571983,0.0035194665989912,0.8230844137818029,0.0051603524600973,13.853310511893811,8.02944426127553,14.878160302338806,0.1701214057888375,84.96066363165147
246,0.033469727273093,5.469942028786592,0.8029760738390136,5.321328101374659,4.246267540791399,0.0036196984563986,0.809760868649843,0.0050046915266807,15.82529377530678,8.621656503508968,16.81095359453011,0.1662585955730962,82.98928081615684
287,0.033468431995412,5.452734936829709,0.8016145132872221,5.23705734302338,4.172510807151758,0.0034338702692943,0.7986827428853724,0.0048864017055861,17.158319326901417,8.909110292075095,18.21824769124255,0.1634460288928952,81.54777525361241
328,0.0334716507566113,5.431013115096946,0.804881413858559,5.114741220883012,4.09235813152268,0.0034403157518812,0.7869881760890363,0.0047709185682083,19.09316030110285,9.271985086217338,19.75005697273502,0.16038461070346843,79.98126705740295
369,0.033473150274574,5.406945805682609,0.8062803407207311,5.0008210793811925,4.008759492616028,0.0034461413144463,0.7748823740183904,0.0046600809708908,20.89519059529087,9.674042522132709,21.346150376508863,0.15719471661066306,78.34741076986919
410,0.0334729050836247,5.379244618092129,0.8060560414380606,4.904562143632547,3.930944182133301,0.0032862330214169,0.7642342779559927,0.0045687593905218,22.41784950370336,10.136805860680395,22.83296341431864,0.1542232262735678,76.8265841635824
451,0.0334712095087425,5.378465349022855,0.8044556390632375,4.825534742269868,3.86038951722461,0.0034972389883848,0.7512204682124273,0.004463571156431,23.667933724536493,10.149823972447123,24.16702916048319,0.15155701110530603,75.44766000424742
