Cycle number,y100,Cp,x100,Cn,C,Qs,y0,x0,LAMn [%],LAMp [%],LLI [%],n_Li,SOH [%]
0,0.0334955250453733,5.90119769542421,0.8215143081827319,6.242603724698544,5.088479168942768,5.708775914473249e-18,0.8957745794970444,0.0063930233235858,0.0,0.0,0.0,0.19872230070626015,100.0
41,0.0334697623149406,5.737705187673682,0.8030119309540189,5.866670417417714,4.678663800835021,0.0037309908959258,0.8488939864256877,0.0055129293151315,6.0220594460204,2.770497044647391,7.942206097536308,0.18293936602240313,91.9462111467601
82,0.0334608230468582,5.743487972555509,0.7918789563181091,5.743322472030471,4.518580470891482,0.0042205567783512,0.8201918987421355,0.00512521005075,7.997964866690033,2.672503634151901,10.99977912717771,0.17686328655212566,88.80021556284187
123,0.0334564645138139,5.66886648946946,0.7842123481649986,5.524212745981195,4.305481055254866,0.0044175807421537,0.792952399592329,0.0048287050590997,11.50787412430283,3.9370178385126686,15.100038757277687,0.16871515628026096,84.61233528345986
164,0.0334546272780619,5.651084363407468,0.7802075692285415,5.377626961126012,4.170764124812529,0.0046372482751177,0.7715013200189325,0.0046305061554977,13.856025493822322,4.238348635746936,17.67410110766757,0.16359992035595253,81.96484620136685
205,0.0334531282912804,5.631903446590748,0.7764439956340018,5.265764011984577,4.064900192996057,0.004332948988635,0.7552162464883315,0.0044951988887285,15.647953254651592,4.5633829390645975,19.697073145728996,0.15957982377927254,79.88438309438183
246,0.0334518023884772,5.60862771564944,0.7726232362883142,5.152310812624736,3.958271957173597,0.004131823010389,0.7391987618682538,0.0043714554612294,17.465355165187248,4.9578067855891135,21.73539116667005,0.15552923131234822,77.78889970372045
287,0.0334501575122062,5.591350475904111,0.7670003968105359,5.02164250988465,3.830405187460139,0.0044314007876994,0.7185091971784274,0.0042210512238415,19.558525074773257,5.250581924417719,24.17210054716037,0.1506869463699126,75.27603160564735
328,0.0334489293439755,5.5393250142093455,0.7618965104961279,4.8936688452656005,3.708347139485847,0.0045198368889053,0.7029072351796654,0.004111859196418,21.608529692441493,6.132190444923758,26.516794970174782,0.14602751566796693,72.87731788546026
369,0.0334492163506777,5.494701313844183,0.7631767941924001,4.732847270959847,3.593046267801735,0.0045774060513052,0.6873603322740984,0.004004553446705,24.184723559584956,6.888370845383207,28.731588351188478,0.1416262273053266,70.61139779704084
410,0.0334503854546208,5.433621260115119,0.7678515421356065,4.558723859114985,3.482576158190068,0.0046147380034686,0.6743813579082079,0.0039149085913752,26.97399898893749,7.923415879994144,30.864740446293936,0.13738717838436926,68.44041299109105
451,0.0334529184013263,5.404701451358805,0.7758733894273214,4.406080412028024,3.401665832919266,0.0043074801175496,0.662843063913258,0.0038344081066077,29.419187788653144,8.413482646927562,32.419668768884605,0.1342971890473838,66.85034408082345
492,0.0334565865476953,5.398546889797866,0.7844589996848006,4.259383277730411,3.3253851886534638,0.0042112357414542,0.6494344147550879,0.0037391226923321,31.76912286009157,8.51777607816967,33.87356151157539,0.13140797993930733,65.35125876017644
533,0.033462874651303,5.355503529164612,0.7948613049421432,4.096111584612117,3.2408474103392413,0.0041967431745952,0.6386062365575121,0.00366034681538,34.384565074889174,9.247176495759978,35.5047388644084,0.12816646677515806,63.68990228199345
574,0.0334620369898875,5.352858660406451,0.7936821665921246,4.037319927935871,3.1898483709273795,0.0041328847466528,0.6293769626952432,0.0035916045696524,35.32634608917397,9.291995681536669,36.473275419131234,0.1262417686504317,62.68765705864398
